date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:13:56	0/-1	---M--	302	error ('')			https://www.anahotelandapartments.com/rooms.php	C:/xampp/htdocs/anahanda/anahanda/www.anahotelandapartments.com/rooms.4d.delayed	(from https://www.anahotelandapartments.com/rooms)
11:13:56	771/771	---M--	302	error ('Found')	text/html	date:Fri,%2012%20Jul%202024%2010:13:57%20GMT	https://www.anahotelandapartments.com/index.php	C:/xampp/htdocs/anahanda/anahanda/www.anahotelandapartments.com/index.php	(from https://www.anahotelandapartments.com/rooms)
11:13:57	771/771	---M--	302	error ('Found')	text/html	date:Fri,%2012%20Jul%202024%2010:13:57%20GMT	https://www.anahotelandapartments.com/index.php	C:/xampp/htdocs/anahanda/anahanda/www.anahotelandapartments.com/index.php	(from https://www.anahotelandapartments.com/rooms)
11:13:57	0/-1	---M--	302	error ('')			https://www.anahotelandapartments.com/rooms.php	C:/xampp/htdocs/anahanda/anahanda/www.anahotelandapartments.com/rooms.50.delayed	(from https://www.anahotelandapartments.com/rooms)
11:13:57	0/-1	---M--	302	error ('')			https://www.anahotelandapartments.com/rooms.php	C:/xampp/htdocs/anahanda/anahanda/www.anahotelandapartments.com/rooms.51.delayed	(from https://www.anahotelandapartments.com/rooms)
11:13:57	117804/117804	---M--	200	added ('OK')	image/jpeg	date:Thu,%2006%20Apr%202023%2003:41:13%20GMT	https://www.anahotelandapartments.com/img/breadcrumb-bg.jpg	C:/xampp/htdocs/anahanda/anahanda/www.anahotelandapartments.com/img/breadcrumb-bg.jpg	(from https://www.anahotelandapartments.com/rooms)
11:13:58	32547/32547	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Jan%202024%2021:00:13%20GMT	https://www.anahotelandapartments.com/img/rooms/hotelpicsd.jpg	C:/xampp/htdocs/anahanda/anahanda/www.anahotelandapartments.com/img/rooms/hotelpicsd.jpg	(from https://www.anahotelandapartments.com/rooms)
11:13:58	118998/118998	---M--	200	added ('OK')	image/jpeg	date:Fri,%2028%20Apr%202023%2007:48:08%20GMT	https://www.anahotelandapartments.com/img/rooms/hotelpicse.jpg	C:/xampp/htdocs/anahanda/anahanda/www.anahotelandapartments.com/img/rooms/hotelpicse.jpg	(from https://www.anahotelandapartments.com/rooms)
11:13:59	51229/51229	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Jan%202024%2009:48:23%20GMT	https://www.anahotelandapartments.com/img/rooms/hotelo.jpg	C:/xampp/htdocs/anahanda/anahanda/www.anahotelandapartments.com/img/rooms/hotelo.jpg	(from https://www.anahotelandapartments.com/rooms)
11:13:59	44720/44720	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Jan%202024%2010:23:19%20GMT	https://www.anahotelandapartments.com/img/rooms/hotelpics41.jpg	C:/xampp/htdocs/anahanda/anahanda/www.anahotelandapartments.com/img/rooms/hotelpics41.jpg	(from https://www.anahotelandapartments.com/rooms)
11:13:59	40098/40098	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Jan%202024%2010:22:20%20GMT	https://www.anahotelandapartments.com/img/rooms/hotelpics23.jpg	C:/xampp/htdocs/anahanda/anahanda/www.anahotelandapartments.com/img/rooms/hotelpics23.jpg	(from https://www.anahotelandapartments.com/rooms)
11:13:59	20979/20979	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Jan%202024%2021:00:13%20GMT	https://www.anahotelandapartments.com/img/rooms/hotelpics30.jpg	C:/xampp/htdocs/anahanda/anahanda/www.anahotelandapartments.com/img/rooms/hotelpics30.jpg	(from https://www.anahotelandapartments.com/rooms)
